Year,Event,AverageWeight
1920,Figure Skating Men's Singles,
1920,Figure Skating Mixed Pairs,65.5
1920,Figure Skating Women's Singles,
1920,Football Men's Football,75.18181818181819
1920,Gymnastics Men's Individual All-Around,66.0
1920,Gymnastics Men's Team All-Around,64.66666666666667
1920,"Gymnastics Men's Team All-Around, Free System",
1920,"Gymnastics Men's Team All-Around, Swedish System",
1920,Hockey Men's Hockey,
1920,Ice Hockey Men's Ice Hockey,74.0
1920,Modern Pentathlon Men's Individual,
1920,Polo Men's Polo,
1920,Rowing Men's Coxed Eights,79.73684210526316
1920,Rowing Men's Coxed Fours,71.2
1920,Rowing Men's Coxed Pairs,56.0
1920,Rowing Men's Double Sculls,73.0
1920,Rowing Men's Single Sculls,
1920,Rugby Men's Rugby,74.33333333333333
1920,Sailing Mixed 10 metres,
1920,Sailing Mixed 12 foot,
1920,Sailing Mixed 12 metres,
1920,Sailing Mixed 18 foot,
1920,Sailing Mixed 30 metres,
1920,Sailing Mixed 40 metres,
1920,Sailing Mixed 6 metres,67.0
1920,Sailing Mixed 6.5 metres,81.0
1920,Sailing Mixed 7 metres,
1920,Sailing Mixed 8 metres,
1920,"Shooting Men's Free Pistol, 50 metres",
1920,"Shooting Men's Free Pistol, 50 metres, Team",
1920,"Shooting Men's Free Rifle, Three Positions, 300 metres",
1920,"Shooting Men's Free Rifle, Three Positions, 300 metres, Team",
1920,"Shooting Men's Military Pistol, 30 metres",
1920,"Shooting Men's Military Pistol, Team",
1920,"Shooting Men's Military Rifle, 300 metres and 600 metres, Prone, Team",
1920,"Shooting Men's Military Rifle, Prone, 300 metres",
1920,"Shooting Men's Military Rifle, Prone, 300 metres, Team",
1920,"Shooting Men's Military Rifle, Prone, 600 metres",
1920,"Shooting Men's Military Rifle, Prone, 600 metres, Team",
1920,"Shooting Men's Military Rifle, Standing, 300 metres",
1920,"Shooting Men's Military Rifle, Standing, 300 metres, Team",
1920,"Shooting Men's Running Target, Double Shot",
1920,"Shooting Men's Running Target, Double Shot, Team",
1920,"Shooting Men's Running Target, Single Shot",
1920,"Shooting Men's Running Target, Single Shot, Team",
1920,"Shooting Men's Small Bore-Rifle, Standing, 50 metres, Team",
1920,"Shooting Men's Small-Bore Rifle, Standing, 50 metres",
1920,Shooting Men's Trap,
1920,"Shooting Men's Trap, Team",
1920,Shooting Men's Unknown Event,
1920,"Swimming Men's 1,500 metres Freestyle",73.5
1920,Swimming Men's 100 metres Backstroke,
1920,Swimming Men's 100 metres Freestyle,90.0
1920,Swimming Men's 200 metres Breaststroke,75.0
1920,Swimming Men's 4 x 200 metres Freestyle Relay,65.5
1920,Swimming Men's 400 metres Breaststroke,75.0
1920,Swimming Men's 400 metres Freestyle,73.5
1920,Swimming Women's 100 metres Freestyle,
1920,Swimming Women's 300 metres Freestyle,
1920,Swimming Women's 4 x 100 metres Freestyle Relay,
1920,Tennis Men's Doubles,63.0
1920,Tennis Men's Singles,62.0
1920,Tennis Mixed Doubles,
1920,Tennis Women's Doubles,
1920,Tennis Women's Singles,
1920,Tug-Of-War Men's Tug-Of-War,98.14285714285714
1920,Water Polo Men's Water Polo,90.5
1920,Weightlifting Men's Featherweight,64.75
1920,Weightlifting Men's Heavyweight,113.33333333333333
1920,Weightlifting Men's Light-Heavyweight,82.0
1920,Weightlifting Men's Lightweight,68.66666666666667
1920,Weightlifting Men's Middleweight,74.5
1920,"Wrestling Men's Featherweight, Freestyle",60.5
1920,"Wrestling Men's Featherweight, Greco-Roman",60.0
1920,"Wrestling Men's Heavyweight, Freestyle",93.5
1920,"Wrestling Men's Heavyweight, Greco-Roman",93.0
1920,"Wrestling Men's Light-Heavyweight, Freestyle",
1920,"Wrestling Men's Light-Heavyweight, Greco-Roman",86.5
1920,"Wrestling Men's Lightweight, Freestyle",64.0
1920,"Wrestling Men's Lightweight, Greco-Roman",70.5
1920,"Wrestling Men's Middleweight, Freestyle",70.0
1920,"Wrestling Men's Middleweight, Greco-Roman",75.0
1924,Art Competitions Mixed Architecture,
1924,Art Competitions Mixed Literature,76.0
1924,Art Competitions Mixed Music,
1924,Art Competitions Mixed Painting,
1924,Art Competitions Mixed Sculpturing,81.0
1924,"Athletics Men's 1,500 metres",67.14285714285714
1924,Athletics Men's 10 kilometres Walk,62.8
1924,"Athletics Men's 10,000 metres",60.84615384615385
1924,Athletics Men's 100 metres,67.19565217391305
1924,Athletics Men's 110 metres Hurdles,73.0
1924,Athletics Men's 200 metres,66.4375
1924,"Athletics Men's 3,000 metres Steeplechase",62.57142857142857
1924,"Athletics Men's 3,000 metres, Team",63.3
1924,Athletics Men's 4 x 100 metres Relay,67.78125
1924,Athletics Men's 4 x 400 metres Relay,70.72727272727273
1924,Athletics Men's 400 metres,67.11764705882354
1924,Athletics Men's 400 metres Hurdles,74.33333333333333
1924,"Athletics Men's 5,000 metres",63.57142857142857
1924,Athletics Men's 800 metres,67.94736842105263
1924,"Athletics Men's Cross-Country, Individual",60.35
1924,"Athletics Men's Cross-Country, Team",60.05555555555556
1924,Athletics Men's Decathlon,75.57142857142857
1924,Athletics Men's Discus Throw,88.73076923076923
1924,Athletics Men's Hammer Throw,99.28571428571429
1924,Athletics Men's High Jump,69.46153846153847
1924,Athletics Men's Javelin Throw,80.46153846153847
1924,Athletics Men's Long Jump,71.875
1924,Athletics Men's Marathon,62.40625
1924,Athletics Men's Pentathlon,77.81818181818181
1924,Athletics Men's Pole Vault,66.5
1924,Athletics Men's Shot Put,90.75
1924,Athletics Men's Triple Jump,71.4
1924,Boxing Men's Bantamweight,
1924,Boxing Men's Featherweight,57.0
1924,Boxing Men's Flyweight,51.0
1924,Boxing Men's Heavyweight,94.0
1924,Boxing Men's Light-Heavyweight,82.0
1924,Boxing Men's Lightweight,61.0
1924,Boxing Men's Middleweight,72.0
1924,Boxing Men's Welterweight,66.66666666666667
1924,Cycling Men's 50 kilometres,72.0
1924,"Cycling Men's Road Race, Individual",73.66666666666667
1924,"Cycling Men's Road Race, Team",73.66666666666667
1924,Cycling Men's Sprint,90.0
1924,"Cycling Men's Tandem Sprint, 2,000 metres",74.0
1924,"Cycling Men's Team Pursuit, 4,000 metres",78.5
1924,Diving Men's Plain High,
1924,Diving Men's Platform,68.0
1924,Diving Men's Springboard,75.0
1924,Diving Women's Plain High,
1924,Diving Women's Springboard,45.0
1924,"Equestrianism Men's Dressage, Individual",
1924,"Equestrianism Men's Jumping, Individual",66.33333333333333
1924,"Equestrianism Men's Jumping, Team",66.33333333333333
1924,"Equestrianism Men's Three-Day Event, Individual",65.8
1924,"Equestrianism Men's Three-Day Event, Team",66.33333333333333
1924,"Fencing Men's Foil, Individual",80.0
1924,"Fencing Men's Foil, Team",80.0
1924,"Fencing Men's Sabre, Individual",80.0
1924,"Fencing Men's Sabre, Team",66.5
1924,"Fencing Men's epee, Individual",83.0
1924,"Fencing Men's epee, Team",75.5
1924,"Fencing Women's Foil, Individual",67.0
1924,Football Men's Football,72.03333333333333
1924,Gymnastics Men's Horizontal Bar,
1924,Gymnastics Men's Horse Vault,
1924,Gymnastics Men's Individual All-Around,
1924,Gymnastics Men's Parallel Bars,
1924,Gymnastics Men's Pommelled Horse,
1924,Gymnastics Men's Rings,
1924,Gymnastics Men's Rope Climbing,
1924,Gymnastics Men's Side Horse,
1924,Gymnastics Men's Team All-Around,
1924,Modern Pentathlon Men's Individual,71.0
1924,Polo Men's Polo,
1924,Rowing Men's Coxed Eights,69.9
1924,Rowing Men's Coxed Fours,71.8
1924,Rowing Men's Coxed Pairs,66.0
1924,Rowing Men's Coxless Fours,
1924,Rowing Men's Coxless Pairs,
1924,Rowing Men's Double Sculls,73.0
1924,Rowing Men's Single Sculls,
1924,Rugby Men's Rugby,80.11111111111111
1924,Sailing Mixed 6 metres,
1924,Sailing Mixed 8 metres,
1924,Sailing Mixed One Person Dinghy,
1924,"Shooting Men's Free Rifle, 400, 600 and 800 metres, Team",80.0
1924,"Shooting Men's Free Rifle, Prone, 600 metres",80.0
1924,"Shooting Men's Rapid-Fire Pistol, 25 metres",80.0
1924,"Shooting Men's Running Target, Double Shot",
1924,"Shooting Men's Running Target, Double Shot, Team",
1924,"Shooting Men's Running Target, Single Shot",
1924,"Shooting Men's Running Target, Single Shot, Team",
1924,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",95.0
1924,Shooting Men's Trap,102.5
1924,"Shooting Men's Trap, Team",102.5
1924,"Swimming Men's 1,500 metres Freestyle",78.33333333333333
1924,Swimming Men's 100 metres Backstroke,
1924,Swimming Men's 100 metres Freestyle,
1924,Swimming Men's 200 metres Breaststroke,
1924,Swimming Men's 4 x 200 metres Freestyle Relay,65.0
1924,Swimming Men's 400 metres Freestyle,77.5
1924,Swimming Women's 100 metres Backstroke,
1924,Swimming Women's 100 metres Freestyle,64.0
1924,Swimming Women's 200 metres Breaststroke,
1924,Swimming Women's 4 x 100 metres Freestyle Relay,64.0
1924,Swimming Women's 400 metres Freestyle,64.0
1924,Tennis Men's Doubles,68.66666666666667
1924,Tennis Men's Singles,71.0
1924,Tennis Mixed Doubles,76.0
1924,Tennis Women's Doubles,
1924,Tennis Women's Singles,
1924,Water Polo Men's Water Polo,90.5
1924,Weightlifting Men's Featherweight,58.80952380952381
1924,Weightlifting Men's Heavyweight,100.21052631578948
1924,Weightlifting Men's Light-Heavyweight,80.8
1924,Weightlifting Men's Lightweight,66.6590909090909
1924,Weightlifting Men's Middleweight,73.14
1924,"Wrestling Men's Bantamweight, Freestyle",60.75
1924,"Wrestling Men's Bantamweight, Greco-Roman",59.0
1924,"Wrestling Men's Featherweight, Freestyle",60.0
1924,"Wrestling Men's Featherweight, Greco-Roman",64.0
1924,"Wrestling Men's Heavyweight, Freestyle",100.0
1924,"Wrestling Men's Heavyweight, Greco-Roman",89.25
1924,"Wrestling Men's Light-Heavyweight, Freestyle",
1924,"Wrestling Men's Light-Heavyweight, Greco-Roman",84.0
1924,"Wrestling Men's Lightweight, Freestyle",70.0
1924,"Wrestling Men's Lightweight, Greco-Roman",
1924,"Wrestling Men's Middleweight, Freestyle",
1924,"Wrestling Men's Middleweight, Greco-Roman",75.16666666666667
1924,"Wrestling Men's Welterweight, Freestyle",75.0
1928,"Art Competitions Mixed Architecture, Architectural Designs",93.0
1928,"Art Competitions Mixed Architecture, Designs For Town Planning",93.0
1928,"Art Competitions Mixed Literature, Dramatic Works",
1928,"Art Competitions Mixed Literature, Epic Works",
1928,"Art Competitions Mixed Literature, Lyric Works",
1928,"Art Competitions Mixed Music, Compositions For Orchestra",
1928,"Art Competitions Mixed Music, Compositions For Solo Or Chorus",
1928,"Art Competitions Mixed Music, Instrumental And Chamber",
1928,"Art Competitions Mixed Painting, Drawings And Water Colors",
1928,"Art Competitions Mixed Painting, Graphic Arts",
1928,"Art Competitions Mixed Painting, Paintings",80.0
1928,"Art Competitions Mixed Sculpturing, Medals And Reliefs",
1928,"Art Competitions Mixed Sculpturing, Statues",
1928,"Athletics Men's 1,500 metres",66.58333333333333
1928,"Athletics Men's 10,000 metres",58.333333333333336
1928,Athletics Men's 100 metres,67.36
1928,Athletics Men's 110 metres Hurdles,75.0625
1928,Athletics Men's 200 metres,65.3
1928,"Athletics Men's 3,000 metres Steeplechase",64.1
1928,Athletics Men's 4 x 100 metres Relay,67.9375
1928,Athletics Men's 4 x 400 metres Relay,70.77777777777777
1928,Athletics Men's 400 metres,69.57142857142857
1928,Athletics Men's 400 metres Hurdles,73.91666666666667
1928,"Athletics Men's 5,000 metres",61.791666666666664
1928,Athletics Men's 800 metres,67.88
1928,Athletics Men's Decathlon,80.77777777777777
1928,Athletics Men's Discus Throw,91.47619047619048
1928,Athletics Men's Hammer Throw,88.4
1928,Athletics Men's High Jump,71.625
1928,Athletics Men's Javelin Throw,76.6
1928,Athletics Men's Long Jump,73.10526315789474
1928,Athletics Men's Marathon,58.61538461538461
1928,Athletics Men's Pole Vault,72.42857142857143
1928,Athletics Men's Shot Put,93.46666666666667
1928,Athletics Men's Triple Jump,72.54545454545455
1928,Athletics Women's 100 metres,56.142857142857146
1928,Athletics Women's 4 x 100 metres Relay,57.5
1928,Athletics Women's 800 metres,55.1
1928,Athletics Women's Discus Throw,68.0
1928,Athletics Women's High Jump,61.22222222222222
1928,Boxing Men's Bantamweight,
1928,Boxing Men's Featherweight,58.666666666666664
1928,Boxing Men's Flyweight,50.0
1928,Boxing Men's Heavyweight,
1928,Boxing Men's Light-Heavyweight,79.0
1928,Boxing Men's Lightweight,59.0
1928,Boxing Men's Middleweight,
1928,Boxing Men's Welterweight,67.0
1928,"Cycling Men's 1,000 metres Time Trial",70.0
1928,"Cycling Men's Road Race, Individual",68.0
1928,"Cycling Men's Road Race, Team",68.0
1928,Cycling Men's Sprint,78.0
1928,"Cycling Men's Tandem Sprint, 2,000 metres",71.0
1928,"Cycling Men's Team Pursuit, 4,000 metres",73.66666666666667
1928,Diving Men's Platform,
1928,Diving Men's Springboard,
1928,Diving Women's Platform,
1928,Diving Women's Springboard,
1928,"Equestrianism Men's Dressage, Individual",
1928,"Equestrianism Men's Dressage, Team",
1928,"Equestrianism Men's Jumping, Individual",69.0
1928,"Equestrianism Men's Jumping, Team",69.0
1928,"Equestrianism Men's Three-Day Event, Individual",63.0
1928,"Equestrianism Men's Three-Day Event, Team",63.0
1928,"Fencing Men's Foil, Individual",69.0
1928,"Fencing Men's Foil, Team",
1928,"Fencing Men's Sabre, Individual",81.0
1928,"Fencing Men's Sabre, Team",70.6
1928,"Fencing Men's epee, Individual",83.0
1928,"Fencing Men's epee, Team",79.4
1928,"Fencing Women's Foil, Individual",
1928,Football Men's Football,72.1875
1928,Gymnastics Men's Horizontal Bar,64.0
1928,Gymnastics Men's Horse Vault,64.0
1928,Gymnastics Men's Individual All-Around,64.16666666666667
1928,Gymnastics Men's Parallel Bars,64.0
1928,Gymnastics Men's Pommelled Horse,64.16666666666667
1928,Gymnastics Men's Rings,64.16666666666667
1928,Gymnastics Men's Team All-Around,64.16666666666667
1928,Gymnastics Women's Team All-Around,
1928,Hockey Men's Hockey,
1928,Modern Pentathlon Men's Individual,67.0
1928,Rowing Men's Coxed Eights,78.76470588235294
1928,Rowing Men's Coxed Fours,72.9
1928,Rowing Men's Coxed Pairs,69.66666666666667
1928,Rowing Men's Coxless Fours,78.25
1928,Rowing Men's Coxless Pairs,88.0
1928,Rowing Men's Double Sculls,71.0
1928,Rowing Men's Single Sculls,82.0
1928,Sailing Mixed 6 metres,
1928,Sailing Mixed 8 metres,
1928,Sailing Mixed One Person Dinghy,90.0
1928,"Swimming Men's 1,500 metres Freestyle",
1928,Swimming Men's 100 metres Backstroke,
1928,Swimming Men's 100 metres Freestyle,75.0
1928,Swimming Men's 200 metres Breaststroke,73.0
1928,Swimming Men's 4 x 200 metres Freestyle Relay,97.0
1928,Swimming Men's 400 metres Freestyle,
1928,Swimming Women's 100 metres Backstroke,
1928,Swimming Women's 100 metres Freestyle,
1928,Swimming Women's 200 metres Breaststroke,
1928,Swimming Women's 4 x 100 metres Freestyle Relay,
1928,Swimming Women's 400 metres Freestyle,
1928,Water Polo Men's Water Polo,95.0
1928,Weightlifting Men's Featherweight,58.9
1928,Weightlifting Men's Heavyweight,102.77777777777777
1928,Weightlifting Men's Light-Heavyweight,84.75
1928,Weightlifting Men's Lightweight,70.1
1928,Weightlifting Men's Middleweight,75.55
1928,"Wrestling Men's Bantamweight, Freestyle",60.5
1928,"Wrestling Men's Bantamweight, Greco-Roman",58.0
1928,"Wrestling Men's Featherweight, Freestyle",61.0
1928,"Wrestling Men's Featherweight, Greco-Roman",
1928,"Wrestling Men's Heavyweight, Freestyle",
1928,"Wrestling Men's Heavyweight, Greco-Roman",
1928,"Wrestling Men's Light-Heavyweight, Freestyle",86.5
1928,"Wrestling Men's Light-Heavyweight, Greco-Roman",
1928,"Wrestling Men's Lightweight, Freestyle",71.0
1928,"Wrestling Men's Lightweight, Greco-Roman",77.5
1928,"Wrestling Men's Middleweight, Freestyle",79.0
1928,"Wrestling Men's Middleweight, Greco-Roman",81.5
1928,"Wrestling Men's Welterweight, Freestyle",70.0
1932,Alpinism Mixed Alpinism,
1932,"Art Competitions Mixed Architecture, Architectural Designs",
1932,"Art Competitions Mixed Architecture, Designs For Town Planning",
1932,"Art Competitions Mixed Architecture, Unknown Event",78.4
1932,Art Competitions Mixed Literature,91.0
1932,Art Competitions Mixed Music,66.0
1932,"Art Competitions Mixed Painting, Drawings And Water Colors",
1932,"Art Competitions Mixed Painting, Graphic Arts",
1932,"Art Competitions Mixed Painting, Paintings",
1932,"Art Competitions Mixed Painting, Unknown Event",71.96296296296296
1932,"Art Competitions Mixed Sculpturing, Medals And Reliefs",
1932,"Art Competitions Mixed Sculpturing, Statues",76.0
1932,"Art Competitions Mixed Sculpturing, Unknown Event",76.0
1932,Art Competitions Mixed Unknown Event,
1932,"Athletics Men's 1,500 metres",66.85714285714286
1932,"Athletics Men's 10,000 metres",61.214285714285715
1932,Athletics Men's 100 metres,70.11764705882354
1932,Athletics Men's 110 metres Hurdles,75.6
1932,Athletics Men's 200 metres,71.46666666666667
1932,"Athletics Men's 3,000 metres Steeplechase",64.875
1932,Athletics Men's 4 x 100 metres Relay,69.55555555555556
1932,Athletics Men's 4 x 400 metres Relay,68.94444444444444
1932,Athletics Men's 400 metres,70.52941176470588
1932,Athletics Men's 400 metres Hurdles,73.23076923076923
1932,"Athletics Men's 5,000 metres",61.2
1932,Athletics Men's 50 kilometres Walk,64.28571428571429
1932,Athletics Men's 800 metres,66.15384615384616
1932,Athletics Men's Decathlon,82.0
1932,Athletics Men's Discus Throw,93.93333333333334
1932,Athletics Men's Hammer Throw,98.07142857142857
1932,Athletics Men's High Jump,72.9
1932,Athletics Men's Javelin Throw,79.5
1932,Athletics Men's Long Jump,73.77777777777777
1932,Athletics Men's Marathon,58.72222222222222
1932,Athletics Men's Pole Vault,68.8
1932,Athletics Men's Shot Put,94.3076923076923
1932,Athletics Men's Triple Jump,73.4
1932,Athletics Women's 100 metres,57.09090909090909
1932,Athletics Women's 4 x 100 metres Relay,56.92307692307692
1932,Athletics Women's 80 metres Hurdles,56.5
1932,Athletics Women's Discus Throw,64.625
1932,Athletics Women's High Jump,61.75
1932,Athletics Women's Javelin Throw,62.2
1932,Boxing Men's Bantamweight,53.0
1932,Boxing Men's Featherweight,
1932,Boxing Men's Flyweight,51.0
1932,Boxing Men's Heavyweight,86.0
1932,Boxing Men's Light-Heavyweight,
1932,Boxing Men's Lightweight,
1932,Boxing Men's Middleweight,72.0
1932,Boxing Men's Welterweight,68.25
1932,"Cycling Men's 1,000 metres Time Trial",
1932,"Cycling Men's Road Race, Individual",72.5
1932,"Cycling Men's Road Race, Team",72.5
1932,Cycling Men's Sprint,67.0
1932,"Cycling Men's Tandem Sprint, 2,000 metres",67.0
1932,"Cycling Men's Team Pursuit, 4,000 metres",68.0
1932,Diving Men's Platform,
1932,Diving Men's Springboard,
1932,Diving Women's Platform,
1932,Diving Women's Springboard,
1932,"Equestrianism Men's Dressage, Individual",
1932,"Equestrianism Men's Dressage, Team",
1932,"Equestrianism Men's Jumping, Individual",
1932,"Equestrianism Men's Jumping, Team",
1932,"Equestrianism Men's Three-Day Event, Individual",
1932,"Equestrianism Men's Three-Day Event, Team",
1932,"Fencing Men's Foil, Individual",84.0
